time,ax,ay,az,atotal
0.0,0.05,-0.04,-0.54,0.55
0.01,0.05,-0.13,-0.5,0.52
0.02,0.04,-0.18,-0.47,0.51
0.03,0.01,-0.18,-0.48,0.52
0.04,-0.01,-0.12,-0.51,0.53
0.05,-0.02,-0.09,-0.55,0.56
0.06,-0.02,-0.12,-0.58,0.59
0.07,0.01,-0.16,-0.61,0.63
0.08,0.05,-0.18,-0.6,0.63
0.09,0.11,-0.18,-0.57,0.61
0.1,0.19,-0.14,-0.53,0.58
0.109,0.25,-0.06,-0.47,0.53
0.12,0.28,0.0,-0.43,0.51
0.129,0.28,0.04,-0.36,0.46
0.14,0.27,0.09,-0.31,0.42
0.149,0.24,0.14,-0.28,0.4
0.159,0.23,0.27,-0.13,0.38
0.169,0.28,0.38,0.17,0.5
0.18,0.23,0.21,0.49,0.58
0.189,0.16,-0.0,0.75,0.77
0.199,0.11,-0.08,1.08,1.08
0.209,0.07,-0.19,1.39,1.4
0.219,0.03,-0.23,1.63,1.65
0.229,-0.01,-0.26,1.72,1.74
0.239,-0.06,-0.28,1.69,1.71
0.249,-0.09,-0.19,1.49,1.5
0.259,-0.1,-0.25,0.99,1.03
0.269,-0.09,-0.35,0.4,0.54
0.279,-0.02,-0.31,-0.05,0.31
0.289,0.06,-0.23,-0.47,0.53
0.299,0.17,-0.17,-0.84,0.87
0.309,0.25,-0.08,-1.1,1.13
0.319,0.3,-0.03,-1.28,1.31
0.329,0.34,0.01,-1.36,1.4
0.339,0.35,0.1,-1.32,1.37
0.349,0.32,0.13,-1.19,1.24
0.359,0.26,0.1,-0.97,1.01
0.369,0.16,0.04,-0.74,0.75
0.379,0.07,-0.06,-0.49,0.5
0.389,-0.0,-0.12,-0.27,0.3
0.399,-0.07,-0.08,-0.14,0.17
0.408,-0.12,-0.06,-0.07,0.15
0.419,-0.15,-0.1,-0.08,0.2
0.428,-0.16,0.0,-0.17,0.24
0.438,-0.13,0.17,-0.32,0.39
0.448,-0.09,0.16,-0.46,0.49
0.458,-0.04,-0.01,-0.59,0.6
0.468,-0.02,-0.07,-0.73,0.74
0.478,0.01,-0.0,-0.84,0.84
0.488,0.04,0.11,-0.89,0.9
0.498,0.05,0.23,-0.89,0.92
0.508,0.03,0.28,-0.82,0.87
0.518,0.02,0.31,-0.69,0.75
0.528,-0.04,0.3,-0.54,0.62
0.538,-0.07,0.22,-0.39,0.46
0.548,-0.11,0.19,-0.27,0.35
0.558,-0.14,0.21,-0.18,0.31
0.568,-0.17,0.12,-0.1,0.23
0.578,-0.2,-0.07,-0.04,0.22
0.588,-0.21,-0.25,-0.03,0.33
0.598,-0.21,-0.4,-0.05,0.45
0.607,-0.17,-0.45,-0.08,0.49
0.618,-0.1,-0.43,-0.17,0.48
0.628,-0.04,-0.35,-0.26,0.44
0.638,0.02,-0.23,-0.32,0.39
0.647,0.08,-0.12,-0.37,0.4
0.657,0.13,-0.02,-0.38,0.4
0.667,0.13,-0.01,-0.37,0.39
0.677,0.14,0.0,-0.32,0.35
0.687,0.16,0.02,-0.24,0.29
0.697,0.15,0.03,-0.13,0.2
0.707,0.14,0.01,-0.04,0.15
0.717,0.13,-0.02,0.06,0.15
0.727,0.12,-0.01,0.15,0.19
0.737,0.11,0.05,0.19,0.23
0.747,0.09,0.09,0.22,0.26
0.757,0.12,0.07,0.25,0.28
0.767,0.14,0.02,0.26,0.29
0.777,0.16,-0.04,0.26,0.31
0.787,0.19,-0.12,0.22,0.31
0.797,0.2,-0.13,0.18,0.3
0.807,0.22,-0.08,0.14,0.27
0.817,0.24,-0.06,0.08,0.26
0.827,0.25,-0.04,0.05,0.26
0.837,0.24,-0.08,0.06,0.26
0.847,0.24,-0.2,0.07,0.32
0.857,0.23,-0.23,0.07,0.33
0.866,0.23,-0.21,0.11,0.33
0.876,0.22,-0.18,0.14,0.32
0.886,0.22,-0.16,0.18,0.32
0.897,0.21,-0.16,0.2,0.33
0.906,0.22,-0.1,0.2,0.31
0.916,0.22,-0.0,0.19,0.29
0.926,0.25,0.11,0.17,0.32
0.936,0.28,0.17,0.13,0.35
0.946,0.31,0.18,0.09,0.37
0.956,0.33,0.21,0.02,0.39
0.966,0.34,0.26,-0.01,0.43
0.976,0.35,0.32,-0.05,0.48
0.986,0.35,0.26,0.06,0.44
0.997,0.45,-0.07,3.48,3.51
1.006,0.66,0.04,2.28,2.38
1.016,0.73,-0.24,1.87,2.02
1.026,0.72,-0.18,2.23,2.36
1.036,0.24,-0.02,0.34,0.41
1.046,-0.0,-0.34,0.07,0.34
1.056,0.01,-0.31,-0.36,0.47
1.066,0.08,-0.12,-0.73,0.74
1.076,0.07,-0.08,-0.68,0.69
1.086,0.05,-0.13,-0.41,0.43
1.096,-0.02,-0.25,-0.09,0.27
1.106,-0.1,-0.33,0.2,0.39
1.116,-0.15,-0.32,0.55,0.65
1.125,-0.17,-0.27,0.8,0.86
1.135,-0.1,-0.13,0.8,0.82
1.145,0.17,-0.08,0.55,0.58
1.155,0.25,-0.1,0.2,0.33
1.165,0.14,-0.03,-0.34,0.37
1.175,0.08,0.08,-0.73,0.74
1.185,0.1,0.06,-1.0,1.0
1.195,0.13,0.01,-1.19,1.2
1.205,0.17,0.04,-1.33,1.34
1.215,0.23,0.15,-1.34,1.37
1.225,0.42,0.15,-1.35,1.42
1.235,0.61,0.17,-1.19,1.35
1.245,0.45,0.19,-0.29,0.57
1.255,0.11,0.06,0.31,0.34
1.265,-0.29,-0.02,0.3,0.42
1.275,-0.38,-0.1,0.25,0.46
1.285,-0.41,-0.17,0.22,0.49
1.295,-0.34,-0.1,0.06,0.36
1.305,-0.23,-0.08,-0.36,0.44
1.315,-0.2,-0.07,-0.78,0.81
1.324,-0.13,0.08,-0.97,0.98
1.335,-0.11,0.13,-0.92,0.93
1.344,-0.04,0.09,-0.91,0.92
1.355,-0.08,-0.06,-0.92,0.92
1.364,-0.21,-0.16,-0.75,0.79
1.374,-0.28,-0.27,-0.63,0.74
1.384,-0.42,-0.44,-0.57,0.84
1.394,-0.52,-0.51,-0.49,0.88
1.404,-0.15,-0.36,-0.71,0.81
1.414,0.53,-0.24,-0.95,1.11
1.424,0.81,-0.24,-1.15,1.43
1.434,0.88,-0.17,-0.93,1.29
1.444,0.87,-0.17,-0.32,0.95
1.454,0.76,-0.11,0.25,0.81
1.464,0.63,0.0,0.57,0.85
1.474,0.44,0.16,0.87,0.99
1.484,0.52,0.3,0.9,1.08
1.494,0.85,0.35,0.26,0.95
1.504,1.01,0.38,-0.17,1.09
1.514,0.71,0.26,-0.27,0.8
1.524,0.32,0.2,-0.3,0.49
1.534,0.22,0.2,0.06,0.3
1.544,0.27,0.14,0.27,0.41
1.554,0.03,0.01,0.81,0.81
1.564,-0.34,-0.04,1.17,1.22
1.574,-0.58,-0.07,1.22,1.35
1.584,-0.56,-0.01,1.1,1.23
1.594,-0.57,0.03,0.69,0.89
1.603,-0.62,0.07,-0.2,0.65
1.614,-0.67,-0.01,-0.99,1.2
1.623,-0.63,-0.1,-0.86,1.07
1.633,-0.48,-0.23,0.09,0.54
1.643,-0.25,-0.28,0.53,0.65
1.653,-0.15,-0.21,0.65,0.7
1.663,-0.25,-0.06,0.52,0.58
1.673,-0.55,-0.07,0.08,0.56
1.683,-0.75,-0.06,-0.34,0.83
1.693,-0.82,0.04,-0.58,1.01
1.703,-0.72,0.04,-0.59,0.94
1.713,-0.45,0.06,-0.31,0.55
1.723,0.0,0.23,-0.1,0.25
1.733,0.23,0.3,-0.2,0.42
1.743,0.12,0.2,-0.8,0.84
1.753,0.41,0.13,-1.08,1.16
1.763,0.37,0.16,-0.92,1.01
1.773,0.04,0.08,-0.47,0.48
1.783,-0.2,0.06,0.26,0.33
1.793,-0.34,0.03,1.08,1.13
1.803,-0.51,-0.08,1.28,1.38
1.813,-0.61,-0.16,0.55,0.84
1.822,-0.3,-0.18,-0.53,0.64
1.833,0.03,-0.06,-0.91,0.92
1.842,0.22,-0.08,-0.44,0.5
1.853,0.25,-0.03,0.42,0.49
1.862,0.21,0.02,0.75,0.78
1.872,0.16,0.05,0.32,0.36
1.882,0.4,0.08,-0.73,0.83
1.892,0.72,0.05,-1.51,1.68
1.902,0.52,0.02,-1.44,1.53
1.912,-0.18,-0.17,-0.64,0.68
1.922,-0.36,-0.37,0.26,0.58
1.932,-0.83,-0.24,0.92,1.27
1.942,-0.95,-0.12,1.1,1.46
1.952,-0.47,0.02,0.94,1.05
1.962,-0.03,0.21,0.35,0.41
1.972,0.07,0.41,-0.37,0.55
1.982,0.04,0.42,-0.63,0.76
1.992,0.1,0.3,-0.37,0.48
2.002,0.31,0.2,-0.22,0.43
2.012,0.35,-0.07,-0.86,0.93
2.022,0.44,-0.27,-1.51,1.59
2.032,0.56,-0.41,-1.53,1.68
2.042,0.32,-0.36,-1.16,1.25
2.052,-0.02,-0.22,-0.77,0.8
2.061,-0.31,-0.12,-0.44,0.56
2.072,-0.47,0.03,-0.14,0.49
2.082,-0.33,0.2,0.07,0.39
2.091,0.13,0.28,0.08,0.32
2.101,0.54,0.32,-0.07,0.63
2.111,0.59,0.42,-0.26,0.77
2.121,0.39,0.27,-0.21,0.52
2.131,-0.01,0.1,0.17,0.2
2.141,-0.73,-0.04,0.29,0.79
2.151,-1.28,-0.14,0.21,1.3
2.161,-1.35,-0.18,0.1,1.37
2.171,-1.03,-0.26,-0.1,1.07
2.181,-0.63,-0.32,-0.43,0.83
2.191,-0.46,-0.31,-0.79,0.97
2.201,-0.46,-0.21,-1.06,1.17
2.211,-0.61,-0.09,-1.05,1.22
2.221,-0.78,-0.08,-0.86,1.17
2.231,-0.98,-0.14,-0.61,1.16
2.241,-1.24,-0.14,-0.45,1.33
2.251,-1.57,-0.15,-0.44,1.64
2.261,-1.9,-0.2,-0.33,1.94
2.271,-2.03,-0.25,-0.12,2.05
2.281,-1.89,-0.31,0.04,1.92
2.291,-1.71,-0.4,0.06,1.76
2.301,-1.47,-0.42,0.01,1.53
2.31,-1.17,-0.34,0.02,1.22
2.32,-0.8,-0.16,0.19,0.84
2.331,-0.58,-0.04,0.41,0.71
2.34,-0.77,0.01,0.18,0.79
2.35,-1.14,-0.02,-0.14,1.15
2.36,-1.46,-0.15,-0.04,1.47
2.37,-1.61,-0.32,0.22,1.65
2.38,-1.5,-0.43,0.34,1.59
2.39,-1.13,-0.38,0.38,1.26
2.4,-0.58,-0.31,0.39,0.77
2.41,-0.06,-0.26,0.36,0.45
2.42,0.31,-0.23,0.36,0.53
2.43,0.58,-0.22,0.36,0.72
2.44,0.65,-0.24,0.08,0.7
2.45,0.54,-0.27,-0.28,0.67
2.46,0.4,-0.38,-0.32,0.64
2.47,0.31,-0.52,-0.1,0.62
2.48,0.26,-0.67,0.09,0.72
2.49,0.24,-0.77,0.18,0.83
2.5,0.32,-0.85,0.18,0.93
2.51,0.44,-0.87,0.08,0.97
2.52,0.64,-0.77,-0.02,1.0
2.53,0.95,-0.63,-0.05,1.14
2.54,1.16,-0.5,-0.32,1.3
2.55,1.21,-0.5,-0.49,1.4
2.559,1.13,-0.56,-0.44,1.34
2.569,0.9,-0.62,-0.3,1.13
2.579,0.68,-0.63,-0.21,0.95
2.59,0.59,-0.63,-0.15,0.88
2.599,0.59,-0.69,-0.05,0.91
2.609,0.68,-0.69,0.05,0.97
2.619,0.89,-0.75,0.14,1.17
2.629,1.03,-0.73,0.21,1.28
2.639,1.05,-0.6,0.08,1.21
2.649,0.93,-0.43,-0.39,1.09
2.659,0.73,-0.34,-0.57,0.99
2.669,0.5,-0.37,-0.4,0.74
2.679,0.29,-0.52,-0.15,0.61
2.689,0.11,-0.63,0.07,0.64
2.699,-0.05,-0.63,0.19,0.66
2.709,0.0,-0.51,0.24,0.57
2.719,0.33,-0.36,0.3,0.58
2.729,0.73,-0.23,0.36,0.84
2.739,1.02,-0.13,0.39,1.1
2.749,1.16,0.02,0.25,1.19
2.759,1.25,0.11,0.01,1.26
2.769,1.21,0.11,-0.22,1.24
2.779,0.96,0.07,-0.27,0.99
2.789,0.63,-0.1,-0.16,0.66
2.798,0.3,-0.33,-0.06,0.45
2.809,0.13,-0.49,-0.04,0.51
2.818,0.23,-0.54,-0.07,0.59
2.829,0.51,-0.48,-0.17,0.72
2.838,0.86,-0.33,-0.21,0.94
2.848,1.2,-0.19,-0.18,1.23
2.858,1.31,-0.09,-0.26,1.34
2.868,1.16,-0.04,-0.34,1.21
2.878,0.9,-0.06,-0.32,0.95
2.888,0.58,-0.19,-0.2,0.64
2.898,0.39,-0.31,-0.03,0.5
2.908,0.32,-0.37,0.09,0.5
2.918,0.3,-0.39,0.13,0.51
2.928,0.39,-0.29,0.16,0.51
2.938,0.54,-0.17,0.13,0.58
2.948,0.74,-0.08,0.16,0.76
2.958,0.87,-0.01,0.14,0.88
2.968,0.83,0.03,0.06,0.83
2.978,0.77,0.04,0.09,0.78
2.988,0.75,0.07,0.2,0.78
2.998,0.7,0.12,0.23,0.75
3.008,0.67,0.18,0.24,0.73
3.018,0.72,0.17,0.27,0.79
3.028,0.57,0.09,0.21,0.62
3.038,0.26,-0.06,0.04,0.27
3.048,-0.01,-0.14,-0.16,0.21
3.057,-0.01,-0.14,-0.21,0.25
3.067,0.26,-0.08,-0.17,0.32
3.077,0.59,-0.02,-0.13,0.6
3.087,0.8,-0.0,-0.14,0.81
3.097,1.11,0.0,-0.16,1.12
3.107,1.94,0.03,-0.35,1.97
3.117,3.29,0.2,-0.58,3.35
3.127,4.84,0.25,-0.79,4.91
3.137,6.58,0.6,-0.98,6.68
3.147,8.1,0.61,-0.7,8.15
3.157,9.32,0.11,-0.66,9.34
3.167,8.73,0.1,-0.67,8.75
3.177,8.18,-0.48,-0.65,8.22
3.187,7.63,-1.14,-0.59,7.74
3.197,6.97,-1.59,-0.52,7.17
3.207,6.28,-2.03,-0.49,6.62
3.217,5.62,-2.3,-0.49,6.09
3.227,5.02,-2.15,-0.52,5.48
3.237,4.46,-1.96,-0.59,4.91
3.247,3.97,-2.01,-0.72,4.51
3.257,3.62,-1.95,-0.89,4.21
3.267,3.34,-1.99,-1.07,4.03
3.277,3.18,-2.26,-1.26,4.1
3.287,3.1,-2.43,-1.41,4.19
3.296,3.08,-2.41,-1.52,4.19
3.307,3.06,-2.54,-1.55,4.27
3.316,2.98,-2.81,-1.54,4.37
3.326,2.83,-3.23,-1.45,4.53
3.336,2.61,-3.63,-1.32,4.66
3.346,2.28,-3.84,-1.11,4.6
3.356,1.87,-4.1,-0.79,4.57
3.366,1.38,-4.41,-0.42,4.64
3.376,0.83,-4.71,0.04,4.79
3.386,0.21,-4.93,0.5,4.96
3.396,-0.39,-5.12,0.9,5.21
3.406,-1.0,-5.06,1.21,5.29
3.416,-1.56,-5.07,1.49,5.5
3.426,-2.02,-5.07,1.67,5.7
3.436,-2.47,-4.95,1.74,5.8
3.446,-2.85,-4.69,1.77,5.77
3.456,-3.12,-4.48,1.82,5.75
3.466,-3.3,-4.24,1.89,5.69
3.476,-3.43,-4.0,1.94,5.61
3.486,-3.51,-3.68,2.04,5.47
3.496,-3.58,-3.32,2.19,5.35
3.506,-3.61,-2.94,2.43,5.25
3.516,-3.68,-2.71,2.75,5.34
3.526,-3.76,-2.51,3.1,5.48
3.535,-3.84,-2.25,3.41,5.6
3.545,-3.94,-1.95,3.67,5.73
3.555,-4.06,-1.72,3.9,5.89
3.565,-4.17,-1.51,4.12,6.06
3.575,-4.29,-1.41,4.32,6.25
3.585,-4.36,-1.33,4.47,6.39
3.595,-4.39,-1.31,4.52,6.44
3.605,-4.4,-1.23,4.51,6.42
3.615,-4.37,-1.13,4.42,6.32
3.625,-4.29,-0.9,4.26,6.11
3.635,-4.21,-0.71,4.1,5.92
3.645,-4.12,-0.63,3.95,5.75
3.655,-4.03,-0.63,3.82,5.59
3.665,-3.94,-0.59,3.69,5.43
3.675,-3.81,-0.51,3.59,5.25
3.685,-3.69,-0.48,3.49,5.1
3.695,-3.57,-0.53,3.4,4.96
3.705,-3.48,-0.62,3.3,4.83
3.715,-3.4,-0.71,3.19,4.72
3.725,-3.36,-0.86,3.07,4.63
3.735,-3.35,-1.0,2.89,4.53
3.745,-3.37,-1.16,2.67,4.45
3.755,-3.34,-1.35,2.45,4.36
3.765,-3.28,-1.45,2.21,4.21
3.775,-3.14,-1.55,1.95,4.01
3.785,-2.96,-1.69,1.7,3.81
3.794,-2.74,-1.87,1.45,3.62
3.805,-2.49,-2.05,1.2,3.44
3.814,-2.26,-2.26,0.92,3.32
3.824,-2.01,-2.54,0.67,3.31
3.834,-1.78,-2.7,0.36,3.25
3.844,-1.52,-2.7,0.04,3.1
3.854,-1.25,-2.61,-0.24,2.91
3.864,-0.98,-2.58,-0.46,2.8
3.874,-0.7,-2.67,-0.66,2.83
3.884,-0.38,-2.68,-0.81,2.83
3.894,-0.09,-2.75,-0.94,2.91
3.904,0.2,-2.97,-1.06,3.16
3.914,0.48,-3.05,-1.19,3.31
3.924,0.74,-2.98,-1.34,3.35
3.934,1.01,-2.86,-1.49,3.38
3.944,1.29,-2.79,-1.65,3.49
3.954,1.57,-2.65,-1.78,3.56
3.964,1.85,-2.41,-1.91,3.59
3.974,2.13,-2.11,-1.97,3.59
3.984,2.41,-1.74,-2.04,3.6
3.994,2.69,-1.51,-2.07,3.72
4.004,2.95,-1.42,-2.09,3.88
4.014,3.18,-1.29,-2.07,4.01
4.024,3.38,-1.19,-2.05,4.13
4.033,3.54,-1.07,-2.04,4.23
4.044,3.69,-1.01,-2.02,4.33
4.053,3.82,-0.89,-1.99,4.4
4.063,3.98,-0.72,-1.98,4.5
4.073,4.15,-0.58,-1.93,4.61
4.083,4.32,-0.49,-1.85,4.72
4.093,4.5,-0.33,-1.76,4.85
4.103,4.66,-0.26,-1.66,4.96
4.113,4.79,-0.28,-1.55,5.04
4.123,4.89,-0.16,-1.48,5.11
4.133,4.96,-0.05,-1.44,5.16
4.143,4.99,0.06,-1.41,5.19
4.153,5.0,0.21,-1.38,5.19
4.163,5.0,0.31,-1.37,5.19
4.173,4.97,0.32,-1.34,5.16
4.183,4.93,0.32,-1.29,5.11
4.193,4.88,0.34,-1.25,5.05
4.203,4.82,0.33,-1.17,4.97
4.213,4.71,0.3,-1.09,4.84
4.223,4.6,0.14,-1.0,4.71
4.233,4.45,-0.03,-0.95,4.55
4.243,4.28,-0.07,-0.91,4.37
4.252,4.1,-0.14,-0.85,4.19
4.262,3.91,-0.25,-0.8,4.0
4.272,3.71,-0.34,-0.74,3.8
4.283,3.52,-0.48,-0.66,3.62
4.292,3.32,-0.72,-0.58,3.45
4.302,3.1,-0.93,-0.51,3.27
4.312,2.85,-1.15,-0.43,3.1
4.322,2.61,-1.37,-0.37,2.97
4.332,2.34,-1.58,-0.33,2.84
4.342,2.07,-1.67,-0.28,2.68
4.352,1.77,-1.78,-0.22,2.52
4.362,1.47,-2.03,-0.16,2.51
4.372,1.17,-2.23,-0.09,2.52
4.382,0.85,-2.23,0.0,2.38
4.392,0.52,-2.27,0.12,2.33
4.402,0.18,-2.36,0.25,2.39
4.412,-0.16,-2.47,0.38,2.5
4.422,-0.51,-2.53,0.53,2.63
4.432,-0.85,-2.56,0.63,2.77
4.442,-1.16,-2.59,0.73,2.93
4.452,-1.46,-2.64,0.83,3.13
4.462,-1.73,-2.41,0.9,3.1
4.472,-1.95,-2.26,1.0,3.14
4.482,-2.16,-2.16,1.12,3.25
4.492,-2.31,-1.9,1.24,3.24
4.502,-2.43,-1.67,1.4,3.26
4.511,-2.55,-1.54,1.55,3.36
4.522,-2.69,-1.42,1.68,3.47
4.531,-2.83,-1.27,1.79,3.58
4.541,-2.98,-1.09,1.85,3.68
4.551,-3.13,-0.82,1.87,3.74
4.561,-3.29,-0.68,1.92,3.87
4.571,-3.42,-0.59,1.97,3.99
4.581,-3.54,-0.52,2.02,4.11
4.591,-3.62,-0.45,2.09,4.2
4.601,-3.68,-0.43,2.13,4.27
4.611,-3.74,-0.54,2.16,4.35
4.621,-3.79,-0.62,2.16,4.41
4.631,-3.8,-0.58,2.11,4.39
4.641,-3.8,-0.46,2.06,4.35
4.651,-3.8,-0.34,1.96,4.29
4.661,-3.8,-0.28,1.88,4.25
4.671,-3.8,-0.28,1.8,4.22
4.681,-3.77,-0.22,1.72,4.15
4.691,-3.74,-0.16,1.64,4.08
4.701,-3.69,-0.19,1.56,4.01
4.711,-3.62,-0.35,1.48,3.93
4.721,-3.55,-0.61,1.41,3.87
4.731,-3.44,-0.8,1.32,3.77
4.741,-3.28,-0.79,1.22,3.58
4.751,-3.1,-0.73,1.09,3.36
4.761,-2.93,-0.71,0.99,3.17
4.77,-2.77,-0.79,0.91,3.02
4.78,-2.6,-0.97,0.79,2.88
4.79,-2.45,-1.1,0.68,2.77
4.8,-2.28,-1.18,0.54,2.62
4.81,-2.1,-1.17,0.39,2.44
4.82,-1.94,-1.17,0.22,2.27
4.83,-1.76,-1.18,0.08,2.12
4.84,-1.6,-1.25,-0.06,2.03
4.85,-1.43,-1.4,-0.17,2.0
4.86,-1.21,-1.5,-0.28,1.95
4.87,-0.98,-1.51,-0.39,1.84
4.88,-0.76,-1.53,-0.49,1.78
4.89,-0.52,-1.62,-0.6,1.8
4.9,-0.26,-1.66,-0.7,1.82
4.91,-0.01,-1.67,-0.8,1.85
4.92,0.23,-1.57,-0.88,1.81
4.93,0.48,-1.42,-0.95,1.78
4.94,0.73,-1.4,-1.01,1.88
4.95,1.0,-1.41,-1.08,2.04
4.96,1.26,-1.47,-1.14,2.24
4.97,1.52,-1.45,-1.2,2.42
4.98,1.78,-1.42,-1.23,2.59
4.989,2.04,-1.35,-1.29,2.76
4.999,2.27,-1.26,-1.31,2.91
5.009,2.49,-1.15,-1.34,3.05
5.019,2.69,-1.02,-1.34,3.17
5.029,2.88,-0.83,-1.33,3.28
5.039,3.06,-0.72,-1.32,3.41
5.049,3.25,-0.63,-1.28,3.55
5.059,3.43,-0.49,-1.25,3.68
5.069,3.59,-0.32,-1.2,3.8
5.079,3.7,-0.27,-1.19,3.9
5.089,3.82,-0.26,-1.17,4.0
5.099,3.92,-0.24,-1.15,4.09
5.109,3.95,-0.16,-1.17,4.13
5.119,4.0,-0.05,-1.2,4.17
5.129,4.0,0.08,-1.23,4.18
5.139,3.99,0.18,-1.24,4.18
5.149,3.99,0.2,-1.22,4.18
5.159,3.98,0.14,-1.16,4.15
5.169,3.96,0.15,-1.08,4.11
5.179,3.92,0.18,-1.01,4.05
5.189,3.87,0.14,-0.95,3.99
5.199,3.83,0.15,-0.88,3.93
5.209,3.77,0.19,-0.85,3.87
5.219,3.71,0.17,-0.82,3.81
5.228,3.64,0.13,-0.78,3.72
5.239,3.54,0.11,-0.74,3.62
5.248,3.41,0.07,-0.69,3.48
5.258,3.26,0.01,-0.63,3.32
5.268,3.09,-0.11,-0.56,3.14
5.278,2.9,-0.39,-0.48,2.96
5.288,2.7,-0.57,-0.41,2.79
5.298,2.49,-0.65,-0.39,2.61
5.308,2.26,-0.79,-0.36,2.42
5.318,2.02,-0.88,-0.31,2.23
5.328,1.78,-0.96,-0.26,2.04
5.338,1.53,-1.11,-0.16,1.89
5.348,1.28,-1.21,-0.08,1.76
5.358,1.03,-1.21,0.01,1.59
5.368,0.76,-1.32,0.11,1.53
5.378,0.52,-1.51,0.2,1.61
5.388,0.28,-1.6,0.26,1.65
5.398,0.04,-1.61,0.32,1.64
5.408,-0.18,-1.58,0.39,1.64
5.418,-0.43,-1.65,0.45,1.76
5.428,-0.68,-1.72,0.51,1.92
5.438,-0.91,-1.71,0.56,2.01
5.448,-1.13,-1.64,0.64,2.09
5.458,-1.36,-1.53,0.69,2.16
5.468,-1.57,-1.41,0.76,2.24
5.478,-1.79,-1.32,0.84,2.38
5.487,-2.01,-1.34,0.91,2.58
5.497,-2.22,-1.37,0.99,2.79
5.507,-2.39,-1.33,1.07,2.94
5.517,-2.54,-1.19,1.11,3.02
5.527,-2.67,-1.01,1.17,3.09
5.537,-2.79,-0.85,1.25,3.17
5.547,-2.89,-0.74,1.31,3.26
5.557,-2.97,-0.62,1.37,3.33
5.567,-3.06,-0.53,1.44,3.42
5.577,-3.17,-0.41,1.45,3.51
5.587,-3.26,-0.34,1.47,3.59
5.597,-3.35,-0.28,1.45,3.66
5.607,-3.4,-0.06,1.41,3.68
5.617,-3.42,0.09,1.39,3.69
5.627,-3.43,0.13,1.37,3.69
5.637,-3.42,0.18,1.38,3.7
5.647,-3.43,0.12,1.37,3.69
5.657,-3.41,-0.02,1.37,3.68
5.667,-3.42,-0.22,1.35,3.69
5.677,-3.38,-0.38,1.3,3.64
5.687,-3.33,-0.39,1.21,3.56
5.697,-3.27,-0.34,1.1,3.46
5.707,-3.2,-0.47,0.99,3.38
5.717,-3.12,-0.65,0.91,3.31
5.726,-3.01,-0.76,0.84,3.21
5.737,-2.88,-0.84,0.77,3.09
5.746,-2.74,-0.92,0.71,2.98
5.757,-2.59,-1.01,0.63,2.85
5.767,-2.44,-1.04,0.58,2.71
5.776,-2.27,-1.04,0.49,2.55
5.786,-2.09,-1.09,0.4,2.39
5.796,-1.93,-1.16,0.29,2.27
5.806,-1.75,-1.21,0.18,2.13
5.816,-1.56,-1.11,0.09,1.92
5.826,-1.38,-1.06,0.0,1.74
5.836,-1.18,-1.2,-0.07,1.68
5.846,-0.96,-1.38,-0.15,1.69
5.856,-0.74,-1.36,-0.22,1.57
5.866,-0.47,-1.22,-0.31,1.34
5.876,-0.22,-1.12,-0.39,1.2
5.886,0.02,-1.08,-0.46,1.17
5.896,0.25,-1.07,-0.52,1.21
5.906,0.49,-1.04,-0.59,1.29
5.916,0.73,-0.89,-0.64,1.32
5.926,0.97,-0.79,-0.68,1.42
5.936,1.2,-0.79,-0.71,1.6
5.945,1.42,-0.79,-0.73,1.79
5.956,1.66,-0.85,-0.75,2.0
5.965,1.89,-0.89,-0.77,2.23
5.976,2.12,-0.89,-0.82,2.44
5.985,2.36,-0.8,-0.87,2.64
5.995,2.54,-0.77,-0.92,2.81
6.005,2.72,-0.7,-0.97,2.97
6.015,2.88,-0.58,-1.0,3.11
6.025,3.02,-0.48,-1.03,3.23
6.035,3.14,-0.36,-1.07,3.33
6.045,3.21,-0.3,-1.08,3.41
6.055,3.28,-0.22,-1.1,3.47
6.065,3.32,-0.11,-1.11,3.5
6.075,3.33,-0.09,-1.1,3.51
6.085,3.34,-0.07,-1.09,3.51
6.095,3.35,-0.11,-1.07,3.52
6.105,3.38,-0.14,-1.04,3.54
6.115,3.42,-0.12,-1.02,3.57
6.125,3.47,-0.12,-1.01,3.61
6.135,3.53,-0.06,-0.97,3.66
6.145,3.57,0.06,-0.94,3.69
6.155,3.58,0.05,-0.9,3.69
6.165,3.59,0.02,-0.88,3.7
6.175,3.55,0.14,-0.88,3.66
6.185,3.5,0.22,-0.86,3.61
6.195,3.43,0.2,-0.83,3.54
6.204,3.32,0.13,-0.81,3.42
6.215,3.18,0.02,-0.8,3.28
6.224,3.02,-0.11,-0.77,3.12
6.234,2.85,-0.19,-0.73,2.95
6.244,2.66,-0.29,-0.68,2.76
6.254,2.47,-0.4,-0.63,2.58
6.264,2.29,-0.46,-0.56,2.4
6.274,2.08,-0.5,-0.49,2.19
6.284,1.9,-0.57,-0.42,2.03
6.294,1.7,-0.67,-0.37,1.87
6.304,1.49,-0.74,-0.33,1.7
6.314,1.28,-0.82,-0.29,1.55
6.324,1.07,-0.89,-0.27,1.42
6.334,0.86,-0.9,-0.24,1.27
6.344,0.63,-1.0,-0.16,1.19
6.354,0.41,-1.03,-0.1,1.11
6.364,0.18,-1.06,-0.01,1.07
6.374,-0.04,-1.13,0.09,1.14
6.384,-0.28,-1.25,0.18,1.29
6.394,-0.52,-1.38,0.26,1.5
